Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
20240503_002653
/home/paperspace/Desktop/Let-The-Quantum-Creep-In/scripts
Using device cuda
Training Config:
{'framework': 'torch', 'batch_size': 200, 'learning_rate': '5e-4', 'steps': 50, 'print_every_percent': 0.2, 'reps': 5}
____Training with replacement_lvl = 2____
====Training on CIFAR10====
----Training with rep = 0----
Number of train batches = 250, Number of test batches = 50
Print every train batch = 50, Print every test batch = 10
Training at step=0, batch=0, train loss = 2.6944, train acc = 0.0850, time = 1.9191 seconds
Testing at step=4, batch=20, test loss = 1.5914, test acc = 0.4100, time = 0.5246 seconds
Testing at step=4, batch=30, test loss = 1.4987, test acc = 0.4550, time = 0.5260 seconds
Testing at step=4, batch=40, test loss = 1.7693, test acc = 0.3750, time = 0.5253 seconds
Step 4 finished in 403.5041 seconds, Train loss = 1.6372, Test loss = 1.6132; Train Acc = 0.4202, Test Acc = 0.4254
Training at step=5, batch=0, train loss = 1.5885, train acc = 0.4300, time = 1.4702 seconds
Training at step=5, batch=50, train loss = 1.7745, train acc = 0.4250, time = 1.4713 seconds
Training at step=5, batch=100, train loss = 1.7608, train acc = 0.4300, time = 1.4697 seconds
Training at step=5, batch=150, train loss = 1.6141, train acc = 0.4000, time = 1.4668 seconds
Training at step=5, batch=200, train loss = 1.5100, train acc = 0.4600, time = 1.4686 seconds
Testing at step=5, batch=0, test loss = 1.6346, test acc = 0.4500, time = 0.5264 seconds
Testing at step=5, batch=10, test loss = 1.5788, test acc = 0.4350, time = 0.5246 seconds
Testing at step=5, batch=20, test loss = 1.5276, test acc = 0.4600, time = 0.5245 seconds
Testing at step=5, batch=30, test loss = 1.7014, test acc = 0.4150, time = 0.5251 seconds
Testing at step=5, batch=40, test loss = 1.6575, test acc = 0.4050, time = 0.5266 seconds
Step 5 finished in 399.2097 seconds, Train loss = 1.6095, Test loss = 1.6084; Train Acc = 0.4310, Test Acc = 0.4286
Training at step=6, batch=0, train loss = 1.5933, train acc = 0.4550, time = 1.4701 seconds
Training at step=6, batch=50, train loss = 1.6436, train acc = 0.4400, time = 1.4677 seconds
Training at step=6, batch=100, train loss = 1.7035, train acc = 0.4000, time = 1.4655 seconds
Training at step=6, batch=150, train loss = 1.5522, train acc = 0.4450, time = 1.5067 seconds
Training at step=6, batch=200, train loss = 1.6318, train acc = 0.4000, time = 1.5057 seconds
Testing at step=6, batch=0, test loss = 1.8078, test acc = 0.4000, time = 0.5552 seconds
Testing at step=6, batch=10, test loss = 1.6366, test acc = 0.4550, time = 0.5517 seconds
Testing at step=6, batch=20, test loss = 1.5961, test acc = 0.4200, time = 0.5510 seconds
Testing at step=6, batch=30, test loss = 1.6442, test acc = 0.4250, time = 0.5523 seconds
Testing at step=6, batch=40, test loss = 1.6486, test acc = 0.4300, time = 0.5512 seconds
Step 6 finished in 405.3694 seconds, Train loss = 1.5920, Test loss = 1.6313; Train Acc = 0.4409, Test Acc = 0.4378
Training at step=7, batch=0, train loss = 1.6206, train acc = 0.4800, time = 1.4764 seconds
Training at step=7, batch=50, train loss = 1.5490, train acc = 0.4400, time = 1.4650 seconds
Training at step=7, batch=100, train loss = 1.5808, train acc = 0.4200, time = 1.4657 seconds
Training at step=7, batch=150, train loss = 1.3546, train acc = 0.5100, time = 1.4657 seconds
Training at step=7, batch=200, train loss = 1.5844, train acc = 0.3750, time = 1.4660 seconds
Testing at step=7, batch=0, test loss = 1.5860, test acc = 0.4300, time = 0.5253 seconds
Testing at step=7, batch=10, test loss = 1.5436, test acc = 0.4650, time = 0.5250 seconds
Testing at step=7, batch=20, test loss = 1.5636, test acc = 0.4650, time = 0.5246 seconds
Testing at step=7, batch=30, test loss = 1.7953, test acc = 0.3900, time = 0.5245 seconds
Testing at step=7, batch=40, test loss = 1.6002, test acc = 0.4450, time = 0.5250 seconds
Step 7 finished in 398.3873 seconds, Train loss = 1.5560, Test loss = 1.5859; Train Acc = 0.4500, Test Acc = 0.4375
Training at step=8, batch=0, train loss = 1.5354, train acc = 0.4300, time = 1.4684 seconds
Training at step=8, batch=50, train loss = 1.4843, train acc = 0.4250, time = 1.4664 seconds
Training at step=8, batch=100, train loss = 1.3940, train acc = 0.4850, time = 1.4675 seconds
Training at step=8, batch=150, train loss = 1.5905, train acc = 0.4350, time = 1.4675 seconds
Training at step=8, batch=200, train loss = 1.5284, train acc = 0.4650, time = 1.4662 seconds
Testing at step=8, batch=0, test loss = 1.7150, test acc = 0.3650, time = 0.5302 seconds
Testing at step=8, batch=10, test loss = 1.5908, test acc = 0.4200, time = 0.5246 seconds
Testing at step=8, batch=20, test loss = 1.6584, test acc = 0.3700, time = 0.5264 seconds
Testing at step=8, batch=30, test loss = 1.6696, test acc = 0.3950, time = 0.5249 seconds
Testing at step=8, batch=40, test loss = 1.5705, test acc = 0.4000, time = 0.5245 seconds
Step 8 finished in 399.4668 seconds, Train loss = 1.5370, Test loss = 1.6033; Train Acc = 0.4582, Test Acc = 0.4328
Training at step=9, batch=0, train loss = 1.5327, train acc = 0.4500, time = 1.4702 seconds
Training at step=9, batch=50, train loss = 1.5420, train acc = 0.4450, time = 1.5054 seconds
Training at step=9, batch=100, train loss = 1.4292, train acc = 0.4950, time = 1.5036 seconds
Training at step=9, batch=150, train loss = 1.5645, train acc = 0.4500, time = 1.5036 seconds
Training at step=9, batch=200, train loss = 1.6704, train acc = 0.3950, time = 1.4694 seconds
Testing at step=9, batch=0, test loss = 1.5368, test acc = 0.4450, time = 0.5300 seconds
Testing at step=9, batch=10, test loss = 1.5534, test acc = 0.4050, time = 0.5257 seconds
Testing at step=9, batch=20, test loss = 1.6735, test acc = 0.4150, time = 0.5250 seconds
Testing at step=9, batch=30, test loss = 1.4231, test acc = 0.4750, time = 0.5252 seconds
Testing at step=9, batch=40, test loss = 1.4912, test acc = 0.4800, time = 0.5243 seconds
Step 9 finished in 403.8654 seconds, Train loss = 1.5256, Test loss = 1.5419; Train Acc = 0.4624, Test Acc = 0.4581
Training at step=10, batch=0, train loss = 1.3646, train acc = 0.5300, time = 1.4693 seconds
Training at step=10, batch=50, train loss = 1.3704, train acc = 0.5600, time = 1.4668 seconds
Training at step=10, batch=100, train loss = 1.4805, train acc = 0.4300, time = 1.4672 seconds
Training at step=10, batch=150, train loss = 1.5022, train acc = 0.4700, time = 1.4672 seconds
Training at step=10, batch=200, train loss = 1.5679, train acc = 0.4400, time = 1.5021 seconds
Testing at step=10, batch=0, test loss = 1.5981, test acc = 0.4550, time = 0.5542 seconds
Testing at step=10, batch=10, test loss = 1.6318, test acc = 0.4300, time = 0.5506 seconds
Testing at step=10, batch=20, test loss = 1.4597, test acc = 0.4850, time = 0.5503 seconds
Testing at step=10, batch=30, test loss = 1.6022, test acc = 0.4300, time = 0.5527 seconds
Testing at step=10, batch=40, test loss = 1.4859, test acc = 0.4750, time = 0.5516 seconds
Step 10 finished in 402.8412 seconds, Train loss = 1.5106, Test loss = 1.5977; Train Acc = 0.4690, Test Acc = 0.4420
Training at step=11, batch=0, train loss = 1.5028, train acc = 0.4900, time = 1.4776 seconds
Training at step=11, batch=50, train loss = 1.4001, train acc = 0.5000, time = 1.4681 seconds
Training at step=11, batch=100, train loss = 1.4443, train acc = 0.4600, time = 1.4690 seconds
Training at step=11, batch=150, train loss = 1.4226, train acc = 0.4550, time = 1.4677 seconds
Training at step=11, batch=200, train loss = 1.5745, train acc = 0.4250, time = 1.5039 seconds
Testing at step=11, batch=0, test loss = 1.4397, test acc = 0.5250, time = 0.5299 seconds
Testing at step=11, batch=10, test loss = 1.4617, test acc = 0.4800, time = 0.5252 seconds
Testing at step=11, batch=20, test loss = 1.5858, test acc = 0.4400, time = 0.5254 seconds
Testing at step=11, batch=30, test loss = 1.4518, test acc = 0.4600, time = 0.5250 seconds
Testing at step=11, batch=40, test loss = 1.6274, test acc = 0.4300, time = 0.5249 seconds
Step 11 finished in 402.5109 seconds, Train loss = 1.5055, Test loss = 1.5316; Train Acc = 0.4681, Test Acc = 0.4589
Training at step=12, batch=0, train loss = 1.4331, train acc = 0.4650, time = 1.4697 seconds
Training at step=12, batch=50, train loss = 1.4989, train acc = 0.5100, time = 1.4686 seconds
Training at step=12, batch=100, train loss = 1.5210, train acc = 0.4300, time = 1.4676 seconds
Training at step=12, batch=150, train loss = 1.4019, train acc = 0.5050, time = 1.4677 seconds
Training at step=12, batch=200, train loss = 1.6198, train acc = 0.4250, time = 1.4672 seconds
Testing at step=12, batch=0, test loss = 1.3827, test acc = 0.5050, time = 0.5247 seconds
Testing at step=12, batch=10, test loss = 1.4284, test acc = 0.5200, time = 0.5253 seconds
Testing at step=12, batch=20, test loss = 1.4681, test acc = 0.5050, time = 0.5254 seconds
Testing at step=12, batch=30, test loss = 1.5158, test acc = 0.4850, time = 0.5251 seconds
Testing at step=12, batch=40, test loss = 1.5083, test acc = 0.4700, time = 0.5250 seconds
Step 12 finished in 399.0783 seconds, Train loss = 1.4770, Test loss = 1.4965; Train Acc = 0.4838, Test Acc = 0.4728
Training at step=13, batch=0, train loss = 1.4374, train acc = 0.5100, time = 1.4690 seconds
Training at step=13, batch=50, train loss = 1.4814, train acc = 0.4700, time = 1.4695 seconds
Training at step=13, batch=100, train loss = 1.4761, train acc = 0.4600, time = 1.4683 seconds
Training at step=13, batch=150, train loss = 1.4518, train acc = 0.4700, time = 1.4677 seconds
Training at step=13, batch=200, train loss = 1.4289, train acc = 0.4850, time = 1.4674 seconds
Testing at step=13, batch=0, test loss = 1.4587, test acc = 0.4550, time = 0.5297 seconds
Testing at step=13, batch=10, test loss = 1.4709, test acc = 0.5050, time = 0.5248 seconds
Testing at step=13, batch=20, test loss = 1.4866, test acc = 0.4850, time = 0.5246 seconds
Testing at step=13, batch=30, test loss = 1.6645, test acc = 0.4150, time = 0.5246 seconds
Testing at step=13, batch=40, test loss = 1.5045, test acc = 0.4700, time = 0.5247 seconds
Step 13 finished in 399.3083 seconds, Train loss = 1.4712, Test loss = 1.5657; Train Acc = 0.4820, Test Acc = 0.4502
Training at step=14, batch=0, train loss = 1.3957, train acc = 0.5100, time = 1.4684 seconds
Training at step=14, batch=50, train loss = 1.4560, train acc = 0.4800, time = 1.4676 seconds
Training at step=14, batch=100, train loss = 1.4737, train acc = 0.5000, time = 1.5047 seconds
Training at step=14, batch=150, train loss = 1.3415, train acc = 0.5200, time = 1.5033 seconds
Training at step=14, batch=200, train loss = 1.4103, train acc = 0.4800, time = 1.5025 seconds
Testing at step=14, batch=0, test loss = 1.5540, test acc = 0.4350, time = 0.5297 seconds
Testing at step=14, batch=10, test loss = 1.4043, test acc = 0.5200, time = 0.5253 seconds
Testing at step=14, batch=20, test loss = 1.5171, test acc = 0.4900, time = 0.5248 seconds
Testing at step=14, batch=30, test loss = 1.5283, test acc = 0.4650, time = 0.5246 seconds
Testing at step=14, batch=40, test loss = 1.5750, test acc = 0.4650, time = 0.5248 seconds
Step 14 finished in 405.4213 seconds, Train loss = 1.4589, Test loss = 1.5279; Train Acc = 0.4882, Test Acc = 0.4622
Training at step=15, batch=0, train loss = 1.4247, train acc = 0.4550, time = 1.4698 seconds
Training at step=15, batch=50, train loss = 1.7187, train acc = 0.3850, time = 1.5025 seconds
Training at step=15, batch=100, train loss = 1.4678, train acc = 0.4650, time = 1.5089 seconds
Training at step=15, batch=150, train loss = 1.6190, train acc = 0.4250, time = 1.5071 seconds
Training at step=15, batch=200, train loss = 1.5165, train acc = 0.4700, time = 1.5064 seconds
Testing at step=15, batch=0, test loss = 1.5263, test acc = 0.4700, time = 0.5303 seconds
Testing at step=15, batch=10, test loss = 1.5390, test acc = 0.4100, time = 0.5242 seconds
Testing at step=15, batch=20, test loss = 1.6137, test acc = 0.4450, time = 0.5260 seconds
Testing at step=15, batch=30, test loss = 1.5756, test acc = 0.4200, time = 0.5250 seconds
Testing at step=15, batch=40, test loss = 1.6580, test acc = 0.3950, time = 0.5247 seconds
Step 15 finished in 407.1621 seconds, Train loss = 1.4519, Test loss = 1.5710; Train Acc = 0.4876, Test Acc = 0.4397
Training at step=16, batch=0, train loss = 1.3982, train acc = 0.5000, time = 1.4688 seconds
Training at step=16, batch=50, train loss = 1.4502, train acc = 0.4750, time = 1.4659 seconds
Training at step=16, batch=100, train loss = 1.5128, train acc = 0.4450, time = 1.4667 seconds
Training at step=16, batch=150, train loss = 1.5564, train acc = 0.4450, time = 1.4647 seconds
Training at step=16, batch=200, train loss = 1.4525, train acc = 0.5550, time = 1.4684 seconds
Testing at step=16, batch=0, test loss = 1.5877, test acc = 0.4350, time = 0.5258 seconds
Testing at step=16, batch=10, test loss = 1.5487, test acc = 0.4800, time = 0.5253 seconds
Testing at step=16, batch=20, test loss = 1.4629, test acc = 0.4700, time = 0.5246 seconds
Testing at step=16, batch=30, test loss = 1.4648, test acc = 0.5050, time = 0.5253 seconds
Testing at step=16, batch=40, test loss = 1.5102, test acc = 0.4250, time = 0.5249 seconds
Step 16 finished in 399.0459 seconds, Train loss = 1.4373, Test loss = 1.5557; Train Acc = 0.4950, Test Acc = 0.4662
Training at step=17, batch=0, train loss = 1.4137, train acc = 0.5300, time = 1.4696 seconds
Training at step=17, batch=50, train loss = 1.4810, train acc = 0.4400, time = 1.4666 seconds
Training at step=17, batch=100, train loss = 1.3780, train acc = 0.5050, time = 1.5029 seconds
Training at step=17, batch=150, train loss = 1.5504, train acc = 0.4300, time = 1.5035 seconds
Training at step=17, batch=200, train loss = 1.4621, train acc = 0.4800, time = 1.5050 seconds
Testing at step=17, batch=0, test loss = 1.6160, test acc = 0.4200, time = 0.5580 seconds
Testing at step=17, batch=10, test loss = 1.4959, test acc = 0.4650, time = 0.5523 seconds
Testing at step=17, batch=20, test loss = 1.4540, test acc = 0.5250, time = 0.5511 seconds
Testing at step=17, batch=30, test loss = 1.7370, test acc = 0.4250, time = 0.5527 seconds
Testing at step=17, batch=40, test loss = 1.5240, test acc = 0.4450, time = 0.5527 seconds
Step 17 finished in 406.7767 seconds, Train loss = 1.4253, Test loss = 1.5204; Train Acc = 0.4949, Test Acc = 0.4661
Training at step=18, batch=0, train loss = 1.2449, train acc = 0.5450, time = 1.4787 seconds
Training at step=18, batch=50, train loss = 1.3689, train acc = 0.5000, time = 1.4674 seconds
Training at step=18, batch=100, train loss = 1.3964, train acc = 0.5150, time = 1.4668 seconds
Training at step=18, batch=150, train loss = 1.5308, train acc = 0.4250, time = 1.4759 seconds
Training at step=18, batch=200, train loss = 1.4548, train acc = 0.4900, time = 1.4722 seconds
Testing at step=18, batch=0, test loss = 1.4804, test acc = 0.4600, time = 0.5572 seconds
Testing at step=18, batch=10, test loss = 1.3902, test acc = 0.5000, time = 0.5525 seconds
Testing at step=18, batch=20, test loss = 1.5259, test acc = 0.4450, time = 0.5514 seconds
Testing at step=18, batch=30, test loss = 1.3956, test acc = 0.4950, time = 0.5545 seconds
Testing at step=18, batch=40, test loss = 1.4306, test acc = 0.4900, time = 0.5508 seconds
Step 18 finished in 401.2867 seconds, Train loss = 1.4242, Test loss = 1.4670; Train Acc = 0.4979, Test Acc = 0.4782
Training at step=19, batch=0, train loss = 1.2887, train acc = 0.5450, time = 1.4772 seconds
Training at step=19, batch=50, train loss = 1.4683, train acc = 0.4800, time = 1.4660 seconds
Training at step=19, batch=100, train loss = 1.4331, train acc = 0.4900, time = 1.4634 seconds
Training at step=19, batch=150, train loss = 1.3652, train acc = 0.5050, time = 1.4633 seconds
Training at step=19, batch=200, train loss = 1.3831, train acc = 0.5000, time = 1.4652 seconds
Testing at step=19, batch=0, test loss = 1.4838, test acc = 0.4800, time = 0.5257 seconds
Testing at step=19, batch=10, test loss = 1.4045, test acc = 0.5400, time = 0.5244 seconds
Testing at step=19, batch=20, test loss = 1.6436, test acc = 0.4250, time = 0.5252 seconds
Testing at step=19, batch=30, test loss = 1.4766, test acc = 0.5150, time = 0.5249 seconds
Testing at step=19, batch=40, test loss = 1.4625, test acc = 0.5050, time = 0.5254 seconds
Step 19 finished in 398.3216 seconds, Train loss = 1.4104, Test loss = 1.5265; Train Acc = 0.5040, Test Acc = 0.4707
Training at step=20, batch=0, train loss = 1.4050, train acc = 0.4700, time = 1.4651 seconds
Training at step=20, batch=50, train loss = 1.4227, train acc = 0.4800, time = 1.4641 seconds
Training at step=20, batch=100, train loss = 1.3583, train acc = 0.5050, time = 1.4634 seconds
Training at step=20, batch=150, train loss = 1.5241, train acc = 0.4300, time = 1.4647 seconds
Training at step=20, batch=200, train loss = 1.3217, train acc = 0.5400, time = 1.4642 seconds
Testing at step=20, batch=0, test loss = 1.5120, test acc = 0.4600, time = 0.5262 seconds
Testing at step=20, batch=10, test loss = 1.4842, test acc = 0.4850, time = 0.5265 seconds
Testing at step=20, batch=20, test loss = 1.5292, test acc = 0.4550, time = 0.5254 seconds
Testing at step=20, batch=30, test loss = 1.5740, test acc = 0.4250, time = 0.5260 seconds
Testing at step=20, batch=40, test loss = 1.4942, test acc = 0.5000, time = 0.5249 seconds
Step 20 finished in 398.1941 seconds, Train loss = 1.4011, Test loss = 1.4928; Train Acc = 0.5060, Test Acc = 0.4793
Training at step=21, batch=0, train loss = 1.3813, train acc = 0.5350, time = 1.4653 seconds
Training at step=21, batch=50, train loss = 1.3865, train acc = 0.5100, time = 1.4649 seconds
Training at step=21, batch=100, train loss = 1.5392, train acc = 0.4700, time = 1.5085 seconds
Training at step=21, batch=150, train loss = 1.2946, train acc = 0.5650, time = 1.5090 seconds
Training at step=21, batch=200, train loss = 1.3657, train acc = 0.5400, time = 1.5074 seconds
Testing at step=21, batch=0, test loss = 1.5231, test acc = 0.4450, time = 0.5291 seconds
Testing at step=21, batch=10, test loss = 1.4876, test acc = 0.4300, time = 0.5250 seconds
Testing at step=21, batch=20, test loss = 1.4353, test acc = 0.4650, time = 0.5242 seconds
Testing at step=21, batch=30, test loss = 1.5103, test acc = 0.5050, time = 0.5249 seconds
Testing at step=21, batch=40, test loss = 1.4037, test acc = 0.5200, time = 0.5244 seconds
Step 21 finished in 406.0407 seconds, Train loss = 1.3919, Test loss = 1.5072; Train Acc = 0.5119, Test Acc = 0.4640
Training at step=22, batch=0, train loss = 1.3905, train acc = 0.4900, time = 1.5051 seconds
Training at step=22, batch=50, train loss = 1.4365, train acc = 0.4900, time = 1.5053 seconds
Training at step=22, batch=100, train loss = 1.3754, train acc = 0.4950, time = 1.5056 seconds
Training at step=22, batch=150, train loss = 1.3345, train acc = 0.5350, time = 1.5039 seconds
Training at step=22, batch=200, train loss = 1.3600, train acc = 0.5200, time = 1.5043 seconds
Testing at step=22, batch=0, test loss = 1.4710, test acc = 0.4650, time = 0.5286 seconds
Testing at step=22, batch=10, test loss = 1.5257, test acc = 0.4750, time = 0.5264 seconds
Testing at step=22, batch=20, test loss = 1.5807, test acc = 0.4450, time = 0.5245 seconds
Testing at step=22, batch=30, test loss = 1.4628, test acc = 0.4950, time = 0.5246 seconds
Testing at step=22, batch=40, test loss = 1.5725, test acc = 0.4450, time = 0.5244 seconds
Step 22 finished in 408.5931 seconds, Train loss = 1.3846, Test loss = 1.4929; Train Acc = 0.5148, Test Acc = 0.4732
Training at step=23, batch=0, train loss = 1.4215, train acc = 0.5250, time = 1.5046 seconds
Training at step=23, batch=50, train loss = 1.4055, train acc = 0.5050, time = 1.5046 seconds
Training at step=23, batch=100, train loss = 1.4685, train acc = 0.5400, time = 1.5081 seconds
Training at step=23, batch=150, train loss = 1.3812, train acc = 0.5150, time = 1.5075 seconds
Training at step=23, batch=200, train loss = 1.3592, train acc = 0.5400, time = 1.5085 seconds
Testing at step=23, batch=0, test loss = 1.4875, test acc = 0.4700, time = 0.5281 seconds
Testing at step=23, batch=10, test loss = 1.6956, test acc = 0.4250, time = 0.5247 seconds
Testing at step=23, batch=20, test loss = 1.5847, test acc = 0.4450, time = 0.5242 seconds
Testing at step=23, batch=30, test loss = 1.5352, test acc = 0.4850, time = 0.5243 seconds
Testing at step=23, batch=40, test loss = 1.5880, test acc = 0.4550, time = 0.5243 seconds
Step 23 finished in 408.9380 seconds, Train loss = 1.3833, Test loss = 1.5124; Train Acc = 0.5127, Test Acc = 0.4693
Training at step=24, batch=0, train loss = 1.3779, train acc = 0.4950, time = 1.5035 seconds
Training at step=24, batch=50, train loss = 1.3717, train acc = 0.5100, time = 1.5042 seconds
Training at step=24, batch=100, train loss = 1.4151, train acc = 0.5050, time = 1.5073 seconds
Training at step=24, batch=150, train loss = 1.3758, train acc = 0.5450, time = 1.5063 seconds
Training at step=24, batch=200, train loss = 1.2676, train acc = 0.5450, time = 1.4707 seconds
Testing at step=24, batch=0, test loss = 1.5345, test acc = 0.4250, time = 0.5295 seconds
Testing at step=24, batch=10, test loss = 1.4508, test acc = 0.4800, time = 0.5249 seconds
Testing at step=24, batch=20, test loss = 1.5411, test acc = 0.4550, time = 0.5252 seconds
Testing at step=24, batch=30, test loss = 1.3211, test acc = 0.5250, time = 0.5247 seconds
Testing at step=24, batch=40, test loss = 1.4304, test acc = 0.4700, time = 0.5241 seconds
Step 24 finished in 406.5041 seconds, Train loss = 1.3841, Test loss = 1.4856; Train Acc = 0.5160, Test Acc = 0.4847
Training at step=25, batch=0, train loss = 1.3014, train acc = 0.5500, time = 1.4673 seconds
Training at step=25, batch=50, train loss = 1.3091, train acc = 0.5650, time = 1.4628 seconds
Training at step=25, batch=100, train loss = 1.4412, train acc = 0.5100, time = 1.4672 seconds
Training at step=25, batch=150, train loss = 1.4472, train acc = 0.4400, time = 1.4657 seconds
Training at step=25, batch=200, train loss = 1.3621, train acc = 0.4950, time = 1.4674 seconds
Testing at step=25, batch=0, test loss = 1.4519, test acc = 0.4850, time = 0.5262 seconds
Testing at step=25, batch=10, test loss = 1.3704, test acc = 0.5350, time = 0.5236 seconds
Testing at step=25, batch=20, test loss = 1.6279, test acc = 0.4500, time = 0.5251 seconds
Testing at step=25, batch=30, test loss = 1.3725, test acc = 0.5300, time = 0.5246 seconds
Testing at step=25, batch=40, test loss = 1.3958, test acc = 0.5100, time = 0.5248 seconds
Step 25 finished in 398.7358 seconds, Train loss = 1.3645, Test loss = 1.4645; Train Acc = 0.5192, Test Acc = 0.4874
Training at step=26, batch=0, train loss = 1.3758, train acc = 0.5450, time = 1.4643 seconds
Training at step=26, batch=50, train loss = 1.2790, train acc = 0.5550, time = 1.4614 seconds
Training at step=26, batch=100, train loss = 1.3097, train acc = 0.5400, time = 1.4631 seconds
Training at step=26, batch=150, train loss = 1.4011, train acc = 0.5500, time = 1.4645 seconds
Training at step=26, batch=200, train loss = 1.4286, train acc = 0.5100, time = 1.4618 seconds
